,Position,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
6578,1,68.0,52.0,60.0,71.0,46.0,60.0,66.0,65.0,70.0,66.0,66.0,67.0,65.0,62.0,71.0,69.0,64.0,70.0,67.0,64.0,72.0,71.0,61.0,73.0,61.0,64.0,68.0,64.0,63.0,6.0,16.0,10.0,11.0,7.0
988,3,14.0,12.0,15.0,32.0,12.0,16.0,15.0,13.0,31.0,22.0,42.0,44.0,44.0,75.0,47.0,22.0,71.0,43.0,76.0,14.0,38.0,22.0,7.0,37.0,23.0,65.0,10.0,13.0,14.0,76.0,79.0,61.0,79.0,72.0
7338,1,45.0,58.0,59.0,72.0,44.0,64.0,47.0,44.0,71.0,67.0,66.0,66.0,59.0,63.0,72.0,75.0,58.0,74.0,75.0,59.0,73.0,66.0,65.0,63.0,53.0,59.0,62.0,64.0,61.0,8.0,15.0,12.0,11.0,11.0
17074,1,43.0,41.0,53.0,63.0,32.0,59.0,45.0,44.0,55.0,52.0,52.0,63.0,56.0,51.0,56.0,54.0,63.0,56.0,51.0,39.0,57.0,43.0,48.0,59.0,52.0,49.0,60.0,54.0,47.0,10.0,7.0,11.0,9.0,12.0
13080,1,56.0,48.0,36.0,64.0,38.0,64.0,48.0,59.0,60.0,63.0,71.0,67.0,76.0,50.0,90.0,60.0,61.0,75.0,38.0,60.0,38.0,52.0,55.0,64.0,56.0,59.0,45.0,54.0,43.0,7.0,8.0,14.0,7.0,11.0
7230,0,65.0,65.0,30.0,64.0,59.0,72.0,64.0,34.0,58.0,70.0,73.0,74.0,74.0,64.0,74.0,73.0,52.0,70.0,47.0,70.0,29.0,15.0,63.0,60.0,56.0,60.0,32.0,29.0,35.0,12.0,8.0,8.0,6.0,9.0
3532,2,64.0,55.0,67.0,68.0,30.0,66.0,33.0,42.0,65.0,67.0,71.0,75.0,67.0,70.0,65.0,72.0,76.0,83.0,70.0,63.0,82.0,68.0,63.0,60.0,41.0,65.0,69.0,71.0,72.0,8.0,11.0,7.0,14.0,8.0
6616,1,42.0,54.0,66.0,68.0,48.0,59.0,52.0,70.0,68.0,67.0,50.0,48.0,54.0,68.0,60.0,80.0,68.0,67.0,75.0,58.0,74.0,68.0,50.0,55.0,65.0,68.0,65.0,67.0,65.0,16.0,16.0,12.0,10.0,14.0
316,0,54.0,83.0,92.0,72.0,80.0,76.0,61.0,54.0,52.0,82.0,64.0,66.0,50.0,85.0,55.0,82.0,90.0,60.0,82.0,78.0,82.0,23.0,87.0,73.0,82.0,87.0,58.0,44.0,49.0,14.0,10.0,9.0,15.0,9.0
6576,2,65.0,22.0,65.0,56.0,17.0,46.0,47.0,32.0,62.0,63.0,68.0,70.0,71.0,71.0,55.0,22.0,81.0,81.0,68.0,25.0,72.0,63.0,44.0,48.0,46.0,62.0,71.0,64.0,72.0,7.0,13.0,10.0,7.0,15.0
14888,2,61.0,37.0,49.0,49.0,37.0,53.0,45.0,42.0,45.0,57.0,78.0,83.0,68.0,57.0,71.0,46.0,62.0,78.0,73.0,35.0,68.0,46.0,49.0,41.0,42.0,48.0,63.0,59.0,58.0,12.0,12.0,13.0,11.0,14.0
8733,1,65.0,52.0,35.0,70.0,69.0,66.0,69.0,68.0,73.0,67.0,65.0,67.0,71.0,64.0,70.0,73.0,69.0,72.0,73.0,73.0,68.0,68.0,61.0,72.0,56.0,69.0,45.0,64.0,58.0,13.0,12.0,14.0,13.0,15.0
15118,1,52.0,48.0,36.0,61.0,46.0,62.0,51.0,48.0,53.0,60.0,84.0,81.0,82.0,59.0,81.0,57.0,71.0,89.0,57.0,43.0,61.0,59.0,56.0,52.0,60.0,62.0,50.0,58.0,49.0,7.0,11.0,8.0,8.0,8.0
2932,2,32.0,21.0,69.0,66.0,30.0,36.0,23.0,28.0,57.0,56.0,37.0,45.0,45.0,68.0,42.0,44.0,72.0,57.0,80.0,21.0,68.0,68.0,24.0,41.0,35.0,62.0,74.0,78.0,76.0,16.0,11.0,7.0,10.0,13.0
10167,1,51.0,49.0,60.0,67.0,48.0,69.0,51.0,53.0,64.0,67.0,63.0,70.0,61.0,59.0,55.0,76.0,72.0,70.0,74.0,73.0,64.0,60.0,42.0,55.0,56.0,49.0,57.0,69.0,68.0,14.0,9.0,8.0,6.0,9.0
8552,1,63.0,58.0,52.0,63.0,53.0,66.0,63.0,61.0,62.0,65.0,83.0,80.0,72.0,61.0,75.0,63.0,52.0,68.0,64.0,58.0,58.0,28.0,65.0,65.0,61.0,61.0,53.0,41.0,35.0,15.0,10.0,9.0,12.0,7.0
260,1,83.0,76.0,75.0,82.0,79.0,75.0,74.0,56.0,74.0,82.0,74.0,81.0,63.0,80.0,49.0,77.0,72.0,92.0,85.0,78.0,73.0,76.0,80.0,71.0,65.0,78.0,77.0,82.0,80.0,8.0,13.0,15.0,6.0,9.0
4739,1,65.0,60.0,44.0,71.0,44.0,73.0,67.0,60.0,60.0,74.0,79.0,82.0,75.0,66.0,78.0,68.0,74.0,69.0,63.0,66.0,69.0,40.0,65.0,71.0,59.0,65.0,31.0,28.0,38.0,9.0,10.0,9.0,15.0,15.0
12792,2,39.0,26.0,65.0,42.0,31.0,60.0,40.0,39.0,31.0,61.0,69.0,57.0,59.0,72.0,73.0,34.0,86.0,63.0,51.0,28.0,55.0,67.0,45.0,59.0,47.0,43.0,63.0,71.0,68.0,9.0,7.0,14.0,8.0,9.0
3827,1,70.0,66.0,65.0,68.0,57.0,75.0,63.0,56.0,67.0,72.0,75.0,79.0,68.0,65.0,63.0,72.0,55.0,71.0,78.0,60.0,63.0,49.0,69.0,68.0,44.0,68.0,58.0,48.0,45.0,11.0,11.0,10.0,10.0,16.0
6122,1,61.0,66.0,37.0,66.0,55.0,77.0,51.0,49.0,57.0,73.0,76.0,73.0,81.0,63.0,76.0,64.0,34.0,59.0,59.0,57.0,70.0,29.0,66.0,66.0,64.0,67.0,33.0,17.0,14.0,10.0,13.0,15.0,14.0,10.0
8185,2,25.0,23.0,70.0,51.0,34.0,44.0,22.0,21.0,47.0,47.0,65.0,59.0,55.0,53.0,67.0,54.0,90.0,66.0,72.0,40.0,71.0,64.0,22.0,32.0,36.0,60.0,73.0,66.0,64.0,3.0,3.0,3.0,3.0,3.0
12621,1,69.0,63.0,58.0,69.0,54.0,67.0,44.0,32.0,71.0,66.0,46.0,33.0,45.0,73.0,82.0,68.0,86.0,36.0,67.0,54.0,67.0,54.0,66.0,64.0,47.0,60.0,55.0,57.0,53.0,14.0,8.0,15.0,11.0,9.0
4062,3,20.0,12.0,23.0,15.0,11.0,19.0,15.0,19.0,22.0,15.0,42.0,44.0,58.0,63.0,48.0,23.0,58.0,37.0,78.0,10.0,36.0,28.0,12.0,27.0,24.0,60.0,18.0,15.0,13.0,66.0,72.0,62.0,79.0,70.0
15718,1,57.0,49.0,33.0,56.0,48.0,70.0,53.0,44.0,47.0,66.0,78.0,77.0,87.0,48.0,87.0,39.0,61.0,53.0,34.0,37.0,32.0,24.0,45.0,54.0,45.0,50.0,35.0,22.0,24.0,10.0,15.0,10.0,10.0,10.0
5453,2,54.0,50.0,71.0,69.0,57.0,58.0,55.0,42.0,68.0,64.0,72.0,51.0,55.0,56.0,55.0,52.0,84.0,74.0,72.0,50.0,68.0,68.0,55.0,45.0,41.0,62.0,69.0,70.0,69.0,8.0,12.0,11.0,13.0,15.0
1317,1,74.0,72.0,39.0,73.0,72.0,78.0,73.0,75.0,65.0,76.0,78.0,77.0,80.0,75.0,90.0,69.0,52.0,85.0,60.0,78.0,49.0,37.0,73.0,78.0,64.0,74.0,62.0,40.0,32.0,9.0,16.0,13.0,6.0,6.0
2936,0,52.0,73.0,68.0,68.0,64.0,76.0,69.0,55.0,48.0,74.0,88.0,82.0,72.0,66.0,73.0,73.0,67.0,72.0,76.0,65.0,64.0,35.0,70.0,68.0,69.0,68.0,44.0,40.0,28.0,7.0,6.0,13.0,11.0,13.0
15363,0,38.0,66.0,50.0,54.0,60.0,68.0,52.0,34.0,39.0,59.0,71.0,68.0,58.0,53.0,68.0,59.0,59.0,59.0,48.0,59.0,30.0,12.0,48.0,54.0,71.0,48.0,22.0,15.0,20.0,9.0,9.0,11.0,10.0,9.0
1082,2,28.0,46.0,79.0,60.0,30.0,43.0,33.0,38.0,59.0,55.0,55.0,65.0,54.0,77.0,40.0,70.0,72.0,64.0,81.0,53.0,83.0,78.0,42.0,44.0,55.0,67.0,75.0,77.0,78.0,13.0,15.0,9.0,10.0,12.0
1063,0,69.0,75.0,73.0,74.0,69.0,76.0,54.0,40.0,59.0,74.0,76.0,79.0,72.0,76.0,64.0,79.0,73.0,65.0,76.0,69.0,69.0,28.0,78.0,69.0,65.0,72.0,16.0,24.0,18.0,15.0,13.0,16.0,11.0,15.0
9621,2,49.0,16.0,70.0,57.0,17.0,45.0,25.0,35.0,44.0,50.0,60.0,52.0,56.0,66.0,60.0,18.0,71.0,71.0,74.0,14.0,70.0,66.0,39.0,36.0,29.0,59.0,60.0,67.0,64.0,8.0,9.0,16.0,6.0,10.0
2243,2,66.0,44.0,68.0,70.0,33.0,66.0,55.0,57.0,66.0,71.0,63.0,65.0,64.0,74.0,68.0,67.0,71.0,65.0,79.0,58.0,71.0,76.0,53.0,58.0,57.0,75.0,75.0,71.0,71.0,16.0,12.0,8.0,16.0,15.0
18015,1,50.0,31.0,41.0,47.0,30.0,51.0,39.0,38.0,46.0,41.0,67.0,58.0,68.0,53.0,69.0,47.0,62.0,57.0,70.0,38.0,50.0,38.0,50.0,49.0,46.0,39.0,42.0,44.0,45.0,6.0,9.0,8.0,6.0,11.0
6109,1,52.0,68.0,59.0,75.0,52.0,53.0,58.0,54.0,69.0,75.0,63.0,65.0,51.0,62.0,64.0,65.0,55.0,65.0,68.0,63.0,68.0,22.0,74.0,75.0,51.0,65.0,24.0,21.0,24.0,17.0,16.0,13.0,10.0,19.0
46,3,11.0,15.0,11.0,30.0,11.0,16.0,11.0,15.0,37.0,19.0,54.0,53.0,60.0,84.0,61.0,21.0,74.0,39.0,75.0,13.0,32.0,20.0,16.0,68.0,25.0,67.0,28.0,14.0,14.0,90.0,81.0,75.0,82.0,90.0
8800,2,46.0,23.0,64.0,55.0,28.0,49.0,34.0,36.0,50.0,56.0,59.0,68.0,53.0,55.0,49.0,59.0,63.0,69.0,83.0,32.0,69.0,62.0,25.0,51.0,50.0,51.0,65.0,69.0,60.0,12.0,6.0,11.0,16.0,12.0
17128,0,25.0,51.0,61.0,42.0,34.0,41.0,41.0,31.0,22.0,56.0,63.0,59.0,47.0,45.0,39.0,55.0,68.0,60.0,83.0,45.0,65.0,44.0,55.0,44.0,44.0,44.0,32.0,16.0,17.0,13.0,13.0,13.0,11.0,9.0
4601,0,64.0,75.0,63.0,69.0,65.0,69.0,69.0,55.0,63.0,72.0,78.0,78.0,71.0,72.0,68.0,73.0,65.0,79.0,70.0,69.0,65.0,27.0,66.0,65.0,69.0,70.0,40.0,40.0,28.0,11.0,6.0,6.0,8.0,9.0
8052,2,42.0,21.0,71.0,61.0,26.0,46.0,38.0,12.0,57.0,53.0,34.0,34.0,32.0,54.0,47.0,52.0,50.0,33.0,75.0,19.0,73.0,66.0,17.0,35.0,24.0,68.0,68.0,68.0,64.0,9.0,14.0,12.0,8.0,11.0
1199,3,20.0,13.0,20.0,29.0,20.0,15.0,24.0,19.0,38.0,23.0,42.0,47.0,41.0,68.0,30.0,19.0,53.0,23.0,81.0,17.0,38.0,21.0,14.0,44.0,19.0,62.0,18.0,16.0,18.0,74.0,76.0,73.0,78.0,78.0
17726,3,19.0,13.0,15.0,24.0,15.0,14.0,14.0,12.0,24.0,27.0,23.0,21.0,27.0,47.0,38.0,36.0,43.0,25.0,58.0,20.0,31.0,15.0,15.0,21.0,17.0,46.0,19.0,15.0,14.0,48.0,56.0,56.0,60.0,44.0
213,3,12.0,12.0,11.0,31.0,17.0,20.0,10.0,16.0,30.0,23.0,53.0,57.0,61.0,80.0,54.0,38.0,79.0,45.0,77.0,11.0,39.0,22.0,13.0,64.0,32.0,66.0,14.0,13.0,11.0,85.0,81.0,80.0,79.0,82.0
1777,3,16.0,16.0,24.0,23.0,13.0,16.0,25.0,23.0,24.0,19.0,42.0,48.0,55.0,72.0,45.0,25.0,69.0,35.0,67.0,13.0,22.0,23.0,12.0,50.0,46.0,32.0,23.0,19.0,15.0,78.0,75.0,65.0,71.0,77.0
10625,1,63.0,55.0,46.0,63.0,48.0,69.0,54.0,48.0,55.0,65.0,78.0,78.0,93.0,56.0,74.0,55.0,55.0,70.0,31.0,42.0,40.0,35.0,55.0,59.0,45.0,58.0,24.0,31.0,32.0,10.0,13.0,14.0,9.0,11.0
4187,3,23.0,13.0,23.0,34.0,18.0,24.0,27.0,30.0,32.0,35.0,40.0,45.0,44.0,69.0,45.0,40.0,62.0,35.0,55.0,16.0,45.0,17.0,16.0,51.0,54.0,41.0,21.0,22.0,13.0,71.0,68.0,75.0,64.0,75.0
6282,0,40.0,72.0,73.0,62.0,52.0,67.0,51.0,36.0,43.0,65.0,64.0,70.0,66.0,59.0,80.0,68.0,80.0,69.0,88.0,54.0,55.0,19.0,71.0,45.0,72.0,64.0,20.0,23.0,18.0,10.0,12.0,12.0,8.0,7.0
7894,1,56.0,44.0,47.0,69.0,66.0,57.0,43.0,43.0,68.0,66.0,58.0,58.0,62.0,69.0,68.0,55.0,54.0,77.0,61.0,48.0,48.0,63.0,51.0,67.0,45.0,72.0,67.0,66.0,56.0,8.0,15.0,10.0,15.0,10.0
13918,2,60.0,48.0,45.0,61.0,42.0,64.0,50.0,48.0,54.0,59.0,76.0,80.0,78.0,55.0,73.0,49.0,50.0,68.0,63.0,49.0,52.0,54.0,53.0,52.0,50.0,51.0,57.0,61.0,57.0,10.0,8.0,14.0,11.0,15.0
8140,2,30.0,26.0,69.0,61.0,32.0,41.0,32.0,27.0,40.0,45.0,48.0,58.0,41.0,50.0,30.0,59.0,69.0,54.0,90.0,32.0,76.0,61.0,30.0,32.0,47.0,57.0,65.0,66.0,57.0,12.0,7.0,12.0,15.0,14.0
12917,1,65.0,53.0,55.0,56.0,60.0,64.0,68.0,60.0,51.0,60.0,74.0,92.0,70.0,65.0,74.0,67.0,54.0,72.0,54.0,64.0,42.0,24.0,51.0,51.0,60.0,52.0,34.0,25.0,21.0,9.0,9.0,11.0,12.0,15.0
8488,0,53.0,66.0,67.0,63.0,70.0,65.0,78.0,69.0,48.0,67.0,56.0,65.0,64.0,62.0,54.0,73.0,67.0,59.0,80.0,66.0,46.0,35.0,64.0,65.0,72.0,65.0,23.0,35.0,31.0,15.0,13.0,15.0,6.0,10.0
6206,2,66.0,32.0,67.0,66.0,30.0,65.0,32.0,31.0,59.0,66.0,64.0,64.0,60.0,66.0,42.0,66.0,60.0,67.0,88.0,39.0,81.0,71.0,39.0,47.0,37.0,63.0,67.0,73.0,70.0,15.0,9.0,8.0,9.0,9.0
17702,0,36.0,56.0,60.0,40.0,35.0,42.0,51.0,41.0,38.0,46.0,48.0,75.0,73.0,47.0,54.0,45.0,61.0,54.0,75.0,44.0,41.0,18.0,51.0,43.0,61.0,41.0,34.0,17.0,16.0,9.0,14.0,14.0,9.0,5.0
12218,2,61.0,53.0,46.0,56.0,49.0,56.0,56.0,36.0,53.0,57.0,83.0,88.0,79.0,57.0,78.0,50.0,81.0,91.0,73.0,42.0,80.0,53.0,55.0,55.0,46.0,57.0,60.0,59.0,57.0,9.0,11.0,6.0,14.0,11.0
17471,1,43.0,47.0,32.0,45.0,45.0,58.0,49.0,39.0,48.0,51.0,86.0,75.0,82.0,52.0,91.0,53.0,54.0,57.0,38.0,46.0,43.0,20.0,51.0,51.0,41.0,59.0,28.0,27.0,31.0,9.0,12.0,8.0,12.0,10.0
5709,2,65.0,30.0,55.0,64.0,40.0,59.0,59.0,24.0,58.0,60.0,70.0,71.0,74.0,64.0,83.0,63.0,67.0,80.0,77.0,48.0,74.0,67.0,58.0,31.0,36.0,71.0,66.0,73.0,72.0,15.0,14.0,12.0,8.0,8.0
2935,2,54.0,45.0,76.0,75.0,33.0,50.0,62.0,60.0,76.0,57.0,57.0,74.0,52.0,71.0,55.0,62.0,70.0,70.0,76.0,51.0,70.0,68.0,24.0,41.0,39.0,66.0,72.0,74.0,71.0,10.0,5.0,5.0,10.0,10.0
14454,0,57.0,56.0,57.0,61.0,50.0,67.0,53.0,50.0,57.0,66.0,66.0,67.0,71.0,53.0,41.0,54.0,70.0,33.0,70.0,55.0,42.0,30.0,57.0,57.0,55.0,56.0,30.0,44.0,40.0,7.0,8.0,14.0,10.0,14.0
6339,3,18.0,13.0,14.0,43.0,10.0,15.0,11.0,12.0,28.0,23.0,61.0,53.0,63.0,71.0,60.0,22.0,73.0,36.0,74.0,13.0,34.0,23.0,14.0,46.0,14.0,55.0,8.0,13.0,14.0,66.0,70.0,67.0,66.0,69.0
9885,1,60.0,68.0,45.0,62.0,66.0,65.0,72.0,60.0,60.0,67.0,63.0,61.0,71.0,60.0,75.0,73.0,47.0,63.0,58.0,74.0,62.0,26.0,63.0,70.0,68.0,62.0,33.0,19.0,14.0,6.0,4.0,8.0,5.0,3.0
8959,1,49.0,55.0,42.0,66.0,49.0,71.0,61.0,55.0,63.0,70.0,73.0,72.0,76.0,61.0,84.0,70.0,64.0,33.0,41.0,60.0,55.0,58.0,58.0,64.0,58.0,56.0,40.0,55.0,49.0,11.0,12.0,13.0,10.0,10.0
15554,2,33.0,26.0,60.0,38.0,32.0,28.0,26.0,32.0,33.0,35.0,62.0,58.0,41.0,48.0,43.0,41.0,69.0,55.0,73.0,28.0,49.0,51.0,24.0,29.0,47.0,44.0,56.0,66.0,69.0,13.0,7.0,14.0,9.0,6.0
4662,2,74.0,45.0,66.0,65.0,44.0,62.0,65.0,45.0,60.0,64.0,62.0,65.0,67.0,72.0,59.0,61.0,87.0,76.0,71.0,60.0,71.0,71.0,58.0,59.0,51.0,65.0,68.0,73.0,72.0,13.0,14.0,14.0,14.0,12.0
181,2,35.0,34.0,85.0,72.0,27.0,47.0,34.0,28.0,69.0,68.0,55.0,61.0,61.0,82.0,49.0,43.0,87.0,58.0,77.0,31.0,83.0,84.0,29.0,41.0,37.0,75.0,86.0,83.0,84.0,14.0,13.0,14.0,13.0,12.0
10496,2,30.0,21.0,62.0,52.0,34.0,33.0,34.0,28.0,38.0,41.0,52.0,51.0,44.0,53.0,46.0,41.0,72.0,69.0,80.0,27.0,58.0,62.0,31.0,28.0,44.0,53.0,67.0,68.0,67.0,11.0,6.0,15.0,11.0,11.0
16432,2,52.0,32.0,51.0,40.0,31.0,64.0,47.0,43.0,36.0,50.0,74.0,70.0,69.0,54.0,81.0,37.0,57.0,62.0,51.0,36.0,55.0,59.0,43.0,45.0,43.0,49.0,57.0,55.0,53.0,12.0,7.0,5.0,11.0,13.0
9814,1,65.0,61.0,49.0,64.0,45.0,64.0,70.0,72.0,52.0,65.0,84.0,87.0,70.0,60.0,69.0,78.0,56.0,70.0,58.0,64.0,40.0,32.0,57.0,52.0,55.0,54.0,48.0,50.0,47.0,14.0,9.0,12.0,11.0,14.0
8301,1,56.0,55.0,49.0,70.0,50.0,68.0,68.0,70.0,67.0,74.0,76.0,74.0,79.0,67.0,75.0,62.0,64.0,70.0,62.0,52.0,49.0,58.0,55.0,69.0,52.0,60.0,43.0,54.0,46.0,15.0,12.0,10.0,13.0,8.0
9623,1,60.0,54.0,49.0,67.0,49.0,71.0,58.0,39.0,63.0,68.0,75.0,72.0,79.0,65.0,74.0,59.0,53.0,72.0,56.0,57.0,39.0,54.0,62.0,65.0,48.0,56.0,47.0,54.0,49.0,8.0,8.0,14.0,14.0,13.0
16398,2,33.0,32.0,54.0,39.0,25.0,48.0,27.0,28.0,29.0,44.0,60.0,52.0,48.0,49.0,61.0,39.0,68.0,59.0,65.0,19.0,60.0,57.0,29.0,30.0,39.0,41.0,56.0,59.0,54.0,7.0,11.0,10.0,13.0,6.0
11184,2,60.0,58.0,47.0,58.0,45.0,67.0,54.0,39.0,55.0,60.0,84.0,80.0,78.0,62.0,68.0,55.0,62.0,73.0,68.0,52.0,54.0,64.0,60.0,55.0,36.0,63.0,52.0,63.0,59.0,8.0,9.0,12.0,14.0,7.0
16622,0,35.0,57.0,60.0,42.0,40.0,59.0,42.0,33.0,33.0,49.0,68.0,68.0,62.0,52.0,55.0,60.0,70.0,59.0,57.0,48.0,32.0,16.0,58.0,47.0,63.0,47.0,28.0,18.0,18.0,9.0,12.0,10.0,5.0,7.0
11251,1,59.0,57.0,39.0,64.0,52.0,68.0,60.0,53.0,56.0,67.0,68.0,70.0,75.0,61.0,80.0,63.0,50.0,51.0,38.0,55.0,41.0,19.0,62.0,60.0,56.0,67.0,27.0,30.0,27.0,6.0,5.0,13.0,7.0,12.0
17466,1,56.0,50.0,46.0,65.0,49.0,48.0,58.0,57.0,52.0,62.0,41.0,33.0,50.0,36.0,69.0,58.0,33.0,28.0,44.0,50.0,55.0,40.0,63.0,62.0,58.0,67.0,38.0,40.0,31.0,8.0,10.0,9.0,6.0,11.0
11984,2,28.0,23.0,66.0,28.0,27.0,22.0,23.0,23.0,25.0,29.0,55.0,61.0,46.0,45.0,68.0,39.0,75.0,78.0,69.0,22.0,71.0,66.0,23.0,26.0,37.0,49.0,67.0,65.0,69.0,12.0,11.0,13.0,6.0,13.0
9855,2,31.0,31.0,64.0,61.0,38.0,50.0,40.0,47.0,58.0,54.0,52.0,56.0,44.0,55.0,52.0,72.0,76.0,63.0,86.0,62.0,56.0,62.0,21.0,43.0,41.0,60.0,60.0,68.0,66.0,7.0,10.0,5.0,14.0,11.0
10408,0,55.0,64.0,49.0,61.0,51.0,67.0,55.0,59.0,43.0,66.0,76.0,73.0,75.0,61.0,61.0,56.0,63.0,58.0,57.0,61.0,30.0,28.0,60.0,64.0,57.0,45.0,24.0,40.0,38.0,13.0,13.0,14.0,7.0,12.0
15083,1,60.0,46.0,54.0,61.0,41.0,63.0,52.0,29.0,45.0,61.0,77.0,77.0,75.0,57.0,66.0,54.0,58.0,63.0,50.0,50.0,50.0,50.0,46.0,51.0,50.0,47.0,52.0,57.0,53.0,7.0,7.0,14.0,10.0,12.0
13609,1,48.0,48.0,60.0,61.0,45.0,53.0,49.0,58.0,57.0,59.0,48.0,49.0,61.0,57.0,56.0,56.0,76.0,76.0,75.0,51.0,62.0,64.0,52.0,57.0,66.0,59.0,62.0,57.0,53.0,10.0,6.0,16.0,7.0,13.0
13552,0,36.0,64.0,80.0,49.0,51.0,55.0,35.0,31.0,34.0,49.0,53.0,66.0,62.0,57.0,87.0,60.0,75.0,69.0,75.0,58.0,62.0,26.0,58.0,50.0,60.0,52.0,30.0,30.0,23.0,14.0,14.0,9.0,11.0,10.0
11677,1,43.0,36.0,57.0,61.0,38.0,54.0,33.0,32.0,60.0,60.0,50.0,61.0,53.0,55.0,57.0,42.0,75.0,82.0,77.0,33.0,74.0,57.0,33.0,64.0,40.0,67.0,60.0,65.0,58.0,7.0,13.0,12.0,6.0,10.0
8410,2,32.0,23.0,69.0,55.0,30.0,42.0,35.0,35.0,45.0,51.0,31.0,35.0,32.0,67.0,33.0,39.0,50.0,52.0,78.0,24.0,78.0,68.0,25.0,30.0,40.0,55.0,66.0,68.0,63.0,6.0,5.0,12.0,14.0,7.0
9462,3,13.0,11.0,14.0,36.0,14.0,11.0,10.0,12.0,32.0,24.0,50.0,51.0,52.0,58.0,58.0,23.0,67.0,22.0,70.0,12.0,21.0,23.0,12.0,58.0,19.0,65.0,19.0,15.0,14.0,66.0,66.0,68.0,66.0,66.0
8445,1,65.0,60.0,52.0,61.0,54.0,74.0,61.0,57.0,63.0,63.0,84.0,81.0,82.0,57.0,72.0,62.0,52.0,69.0,38.0,63.0,57.0,46.0,59.0,57.0,58.0,55.0,38.0,41.0,32.0,10.0,10.0,10.0,11.0,7.0
14023,3,17.0,13.0,13.0,22.0,13.0,16.0,14.0,19.0,18.0,15.0,31.0,37.0,26.0,59.0,56.0,22.0,34.0,34.0,36.0,18.0,27.0,22.0,10.0,54.0,22.0,47.0,7.0,13.0,13.0,63.0,58.0,55.0,59.0,63.0
6176,1,65.0,62.0,45.0,62.0,53.0,73.0,56.0,43.0,65.0,69.0,79.0,79.0,78.0,59.0,73.0,57.0,58.0,74.0,44.0,44.0,46.0,27.0,59.0,64.0,56.0,53.0,47.0,36.0,43.0,8.0,11.0,10.0,11.0,15.0
13055,3,16.0,12.0,12.0,36.0,14.0,12.0,19.0,12.0,23.0,23.0,37.0,38.0,48.0,57.0,42.0,21.0,43.0,33.0,49.0,15.0,37.0,16.0,12.0,33.0,22.0,50.0,10.0,10.0,14.0,63.0,60.0,54.0,62.0,66.0
1386,0,60.0,76.0,76.0,62.0,65.0,73.0,46.0,37.0,36.0,73.0,84.0,88.0,79.0,76.0,70.0,73.0,85.0,71.0,74.0,57.0,37.0,24.0,76.0,56.0,78.0,68.0,12.0,17.0,15.0,6.0,9.0,9.0,10.0,10.0
309,3,13.0,10.0,11.0,23.0,12.0,15.0,11.0,11.0,28.0,18.0,50.0,51.0,52.0,75.0,55.0,20.0,68.0,34.0,66.0,14.0,34.0,20.0,10.0,55.0,19.0,62.0,14.0,11.0,13.0,84.0,76.0,76.0,83.0,81.0
7188,0,36.0,75.0,61.0,50.0,60.0,62.0,61.0,44.0,38.0,63.0,73.0,73.0,75.0,61.0,68.0,67.0,71.0,71.0,66.0,47.0,46.0,44.0,75.0,52.0,52.0,68.0,23.0,40.0,26.0,14.0,13.0,12.0,14.0,12.0
17704,3,14.0,9.0,14.0,29.0,6.0,12.0,14.0,14.0,27.0,13.0,18.0,16.0,25.0,38.0,46.0,23.0,57.0,30.0,55.0,9.0,26.0,10.0,5.0,40.0,12.0,46.0,8.0,13.0,14.0,50.0,52.0,58.0,58.0,52.0
5323,1,65.0,59.0,64.0,70.0,68.0,64.0,60.0,64.0,69.0,65.0,65.0,67.0,69.0,75.0,72.0,78.0,73.0,90.0,75.0,69.0,75.0,65.0,69.0,65.0,59.0,67.0,66.0,67.0,67.0,8.0,7.0,9.0,14.0,16.0
1997,1,64.0,73.0,65.0,65.0,66.0,78.0,60.0,57.0,58.0,77.0,91.0,90.0,78.0,74.0,63.0,72.0,73.0,73.0,72.0,65.0,68.0,33.0,74.0,71.0,65.0,68.0,26.0,21.0,25.0,9.0,7.0,6.0,10.0,9.0
12609,1,54.0,36.0,64.0,64.0,56.0,61.0,49.0,46.0,59.0,64.0,68.0,50.0,64.0,70.0,55.0,67.0,67.0,79.0,82.0,59.0,68.0,63.0,62.0,51.0,32.0,59.0,66.0,62.0,56.0,16.0,11.0,13.0,14.0,13.0
5659,1,64.0,63.0,54.0,67.0,39.0,68.0,73.0,71.0,65.0,72.0,72.0,66.0,77.0,64.0,81.0,68.0,74.0,78.0,57.0,67.0,59.0,56.0,67.0,70.0,62.0,67.0,57.0,56.0,52.0,7.0,15.0,15.0,8.0,6.0
4519,0,66.0,73.0,67.0,61.0,69.0,71.0,62.0,45.0,42.0,71.0,83.0,84.0,73.0,62.0,74.0,75.0,84.0,68.0,74.0,72.0,59.0,26.0,63.0,59.0,68.0,72.0,16.0,25.0,24.0,14.0,15.0,9.0,12.0,15.0
